image_id,file_name,video_id,occluded,camera_angle,distance,lighting,motion_blur,background_similarity,object_near_person,object_on_floor,previous_detector_missed,annotation_status
6593,0000356_04705_d_0000653.jpg,visdrone-val-0000356,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6594,0000356_04901_d_0000654.jpg,visdrone-val-0000356,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6595,0000356_05097_d_0000655.jpg,visdrone-val-0000356,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6596,0000360_00001_d_0000713.jpg,visdrone-val-0000360,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6597,0000360_00197_d_0000714.jpg,visdrone-val-0000360,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6598,0000360_00393_d_0000715.jpg,visdrone-val-0000360,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6599,0000360_00589_d_0000716.jpg,visdrone-val-0000360,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6600,0000360_00785_d_0000717.jpg,visdrone-val-0000360,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6601,0000360_00981_d_0000718.jpg,visdrone-val-0000360,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6602,0000360_02353_d_0000725.jpg,visdrone-val-0000360,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6603,0000360_02745_d_0000727.jpg,visdrone-val-0000360,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6604,0000360_02941_d_0000728.jpg,visdrone-val-0000360,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6605,0000360_03137_d_0000729.jpg,visdrone-val-0000360,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6606,0000360_03333_d_0000730.jpg,visdrone-val-0000360,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6607,0000360_03529_d_0000731.jpg,visdrone-val-0000360,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6608,0000360_03921_d_0000733.jpg,visdrone-val-0000360,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6609,0000360_04117_d_0000734.jpg,visdrone-val-0000360,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6610,0000360_04705_d_0000737.jpg,visdrone-val-0000360,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6611,0000360_05293_d_0000740.jpg,visdrone-val-0000360,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6612,0000360_05685_d_0000742.jpg,visdrone-val-0000360,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6613,0000360_06273_d_0000745.jpg,visdrone-val-0000360,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6614,0000360_06665_d_0000747.jpg,visdrone-val-0000360,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6615,0000360_06861_d_0000748.jpg,visdrone-val-0000360,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6616,0000360_07057_d_0000749.jpg,visdrone-val-0000360,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6617,0000360_07253_d_0000750.jpg,visdrone-val-0000360,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6618,0000360_07645_d_0000752.jpg,visdrone-val-0000360,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
